기간	자치구	동	사업체수	종사자수	평균종사자	사업체밀도	종사자밀도(A)	인구밀도(B)	종사자밀도비(A/B*100)
2012	영등포구	신길3동	1,049	2,560	2.4	2,185.4	5,333.3	37,054.2	14.4
2012	영등포구	신길4동	610	1,928	3.2	1,742.9	5,508.6	39,845.7	13.8
2012	영등포구	신길5동	665	2,300	3.5	1,414.9	4,893.6	41,974.5	11.7
2012	영등포구	신길6동	1,191	3,592	3	1,751.5	5,282.4	36,457.4	14.5
2012	영등포구	신길7동	631	3,306	5.2	985.9	5,165.6	24,787.5	20.8
2012	영등포구	대림1동	1,214	5,240	4.3	2,477.6	10,693.9	40,812.2	26.2
2012	영등포구	대림2동	1,358	4,965	3.7	2,469.1	9,027.3	46,212.7	19.5
2012	영등포구	대림3동	2,899	9,554	3.3	2,899.0	9,554.0	31,881.0	30
2012	영등포구	영등포본동	1,137	4,122	3.6	1,114.7	4,041.2	27,474.5	14.7
2012	영등포구	영등포동	6,215	34,074	5.5	4,932.5	27,042.9	16,508.7	163.8
2012	영등포구	도림동	979	2,812	2.9	1,100.0	3,159.6	24,540.4	12.9
2012	영등포구	문래동	4,956	36,952	7.5	3,326.2	24,800.0	21,985.2	112.8
2012	동작구	소계	20,022	99,628	5	1,224.4	6,092.6	25,456.2	23.9
2012	동작구	노량진2동	1,060	5,119	4.8	1,630.8	7,875.4	25,687.7	30.7
2012	동작구	상도1동	1,670	6,517	3.9	1,106.0	4,315.9	28,998.0	14.9
2012	동작구	상도2동	1,281	4,346	3.4	1,320.6	4,480.4	27,043.3	16.6
2012	동작구	상도3동	992	2,748	2.8	1,653.3	4,580.0	41,641.7	11
2012	동작구	상도4동	1,021	2,694	2.6	1,361.3	3,592.0	40,086.7	9
2012	동작구	사당1동	1,808	8,482	4.7	2,288.6	10,736.7	30,836.7	34.8
2012	동작구	사당3동	1,011	4,444	4.4	1,098.9	4,830.4	28,691.3	16.8
2012	동작구	사당4동	698	1,672	2.4	1,836.8	4,400.0	40,473.7	10.9
2012	동작구	사당5동	494	1,521	3.1	866.7	2,668.4	27,389.5	9.7
2012	동작구	대방동	1,653	12,649	7.7	1,066.5	8,160.6	26,319.4	31
2012	동작구	신대방1동	1,018	3,975	3.9	1,641.9	6,411.3	46,662.9	13.7
2012	동작구	신대방2동	1,263	19,901	15.8	1,226.2	19,321.4	20,806.8	92.9
2012	동작구	흑석동	1,619	9,261	5.7	963.7	5,512.5	21,745.8	25.3
2012	동작구	노량진1동	2,881	10,811	3.8	1,823.4	6,842.4	22,157.0	30.9
2012	동작구	사당2동	1,553	5,488	3.5	564.7	1,995.6	10,927.3	18.3
2012	관악구	소계	26,294	109,069	4.1	889.2	3,688.6	18,279.6	20.2
2012	관악구	보라매동	1,280	4,477	3.5	1,641.0	5,739.7	36,339.7	15.8
2012	관악구	청림동	393	998	2.5	497.5	1,263.3	21,883.5	5.8
2012	관악구	행운동	1,435	4,895	3.4	2,110.3	7,198.5	44,608.8	16.1
2012	관악구	낙성대동	1,242	8,242	6.6	3,184.6	21,133.3	46,992.3	45
2012	관악구	중앙동	1,443	4,363	3	4,509.4	13,634.4	47,746.9	28.6
2012	관악구	인헌동	1,123	4,316	3.8	1,627.5	6,255.1	41,694.2	15
2012	관악구	남현동	795	5,538	7	673.7	4,693.2	15,566.1	30.2
2012	관악구	서원동	1,267	7,033	5.6	703.9	3,907.2	13,485.6	29
2012	관악구	신원동	887	2,385	2.7	579.7	1,558.8	13,388.2	11.6
2012	관악구	서림동	844	2,654	3.1	258.1	811.6	7,619.6	10.7
2012	관악구	신사동	1,498	4,940	3.3	2,774.1	9,148.1	49,474.1	18.5
2012	관악구	신림동	1,752	6,754	3.9	2,737.5	10,553.1	36,801.6	28.7
2012	관악구	난향동	379	1,642	4.3	565.7	2,450.7	26,714.9	9.2
2012	관악구	조원동	2,176	6,979	3.2	1,611.9	5,169.6	14,625.2	35.3
2012	관악구	대학동	1,596	10,394	6.5	1,628.6	10,606.1	24,569.4	43.2
2012	관악구	은천동	1,633	7,599	4.7	1,991.5	9,267.1	45,250.0	20.5
2012	관악구	성현동	857	2,495	2.9	1,318.5	3,838.5	53,850.8	7.1
2012	관악구	청룡동	1,986	11,677	5.9	3,677.8	21,624.1	63,724.1	33.9
2012	관악구	난곡동	936	2,327	2.5	955.1	2,374.5	31,877.6	7.4
2012	관악구	삼성동	1,160	2,600	2.2	380.3	852.5	9,741.3	8.8
2012	관악구	미성동	1,612	6,761	4.2	203.5	853.7	4,378.3	19.5
2012	서초구	소계	42,602	376,962	8.8	906.4	8,020.2	9,361.3	85.7
2012	서초구	서초1동	3,138	28,304	9	2,209.9	19,932.4	15,411.3	129.3
2012	서초구	서초2동	4,131	46,119	11.2	3,331.5	37,192.7	19,179.8	193.9
2012	서초구	서초3동	6,695	63,373	9.5	2,285.0	21,629.0	10,654.9	203
2012	서초구	서초4동	2,658	26,148	9.8	3,020.5	29,713.6	35,090.9	84.7
2012	서초구	잠원동	2,231	15,673	7	1,267.6	8,905.1	20,445.5	43.6
2012	서초구	반포본동	644	2,296	3.6	637.6	2,273.3	13,528.7	16.8
2012	서초구	반포1동	1,524	9,872	6.5	1,524.0	9,872.0	34,318.0	28.8
2012	서초구	반포2동	405	1,990	4.9	300	1,474.1	16,274.1	9.1
2012	서초구	반포3동	882	5,766	6.5	689.1	4,504.7	19,106.3	23.6
2012	서초구	반포4동	3,325	28,714	8.6	2,325.2	20,079.7	14,643.4	137.1
2012	서초구	방배본동	1,585	11,363	7.2	2,365.7	16,959.7	33,340.3	50.9
2012	서초구	방배1동	1,602	14,976	9.3	2,288.6	21,394.3	24,827.1	86.2
2012	서초구	방배2동	1,880	16,233	8.6	974.1	8,410.9	14,430.1	58.3
2012	서초구	방배3동	1,124	10,357	9.2	468.3	4,315.4	10,802.1	39.9
2012	서초구	방배4동	2,315	15,252	6.6	2,362.2	15,563.3	26,712.2	58.3
2012	서초구	양재1동	3,070	30,622	10	533	5,316.3	5,547.6	95.8
2012	서초구	양재2동	4,942	45,417	9.2	652	5,991.7	3,085.2	194.2
2012	서초구	내곡동	451	4,487	9.9	35.6	353.9	464.5	76.2
2012	강남구	소계	62,448	611,206	9.8	1,581.1	15,474.5	14,431.2	107.2
2012	강남구	신사동	4,423	26,400	6	2,340.2	13,968.3	10,743.9	130
2012	강남구	논현1동	5,049	37,939	7.5	4,039.2	30,351.2	21,320.8	142.4
2012	강남구	논현2동	5,086	53,983	10.6	3,483.6	36,974.7	15,519.2	238.3
2012	강남구	삼성1동	3,657	57,706	15.8	1,885.1	29,745.4	8,345.4	356.4
2012	강남구	삼성2동	3,054	30,856	10.1	2,462.9	24,883.9	26,387.9	94.3
2012	강남구	대치1동	1,040	6,289	6	1,316.5	7,960.8	26,079.7	30.5
2012	강남구	대치4동	3,272	31,940	9.8	4,482.2	43,753.4	30,568.5	143.1
2012	강남구	역삼1동	11,473	133,384	11.6	4,882.1	56,759.1	15,401.7	368.5
2012	강남구	역삼2동	2,799	37,603	13.4	2,433.9	32,698.3	30,852.2	106
2012	강남구	도곡1동	1,426	13,664	9.6	1,398.0	13,396.1	22,527.5	59.5
2012	강남구	도곡2동	1,698	16,951	10	1,664.7	16,618.6	33,753.9	49.2
2012	강남구	개포1동	448	1,291	2.9	352.8	1,016.5	18,388.2	5.5
2012	강남구	개포4동	3,307	13,458	4.1	2,219.5	9,032.2	16,038.3	56.3
2012	강남구	일원본동	481	8,005	16.6	186.4	3,102.7	8,996.1	34.5
2012	강남구	일원1동	868	4,248	4.9	943.5	4,617.4	20,602.2	22.4
2012	강남구	일원2동	573	5,505	9.6	462.1	4,439.5	15,493.5	28.7
2012	강남구	수서동	1,492	14,416	9.7	1,043.4	10,081.1	11,769.9	85.7
2012	강남구	세곡동	400	1,881	4.7	62.9	295.8	2,264.2	13.1
2012	강남구	압구정동	3,983	26,298	6.6	1,574.3	10,394.5	11,711.5	88.8
2012	강남구	청담동	3,672	37,003	10.1	1,576.0	15,881.1	13,644.2	116.4
2012	강남구	대치2동	3,200	48,576	15.2	1,600.0	24,288.0	21,596.5	112.5
2012	강남구	개포2동	1,047	3,810	3.6	417.1	1,517.9	13,943.8	10.9
2012	송파구	소계	43,771	257,200	5.9	1,292.1	7,592.5	20,077.8	37.8
2012	송파구	풍납1동	813	2,320	2.9	1,055.8	3,013.0	25,940.3	11.6
2012	송파구	풍납2동	1,210	14,637	12.1	761	9,205.7	18,132.7	50.8
2012	송파구	거여1동	788	2,665	3.4	1,176.1	3,977.6	24,006.0	16.6
2012	송파구	거여2동	1,243	4,283	3.4	735.5	2,534.3	16,839.1	15.1
2012	송파구	마천1동	923	2,106	2.3	1,678.2	3,829.1	44,610.9	8.6
2012	송파구	마천2동	1,365	4,128	3	1,483.7	4,487.0	24,422.8	18.4
2012	송파구	방이1동	1,290	8,988	7	2,580.0	17,976.0	34,922.0	51.5
2012	송파구	방이2동	2,849	21,109	7.4	3,561.3	26,386.3	32,752.5	80.6
2012	송파구	오륜동	521	4,111	7.9	164.4	1,296.8	6,433.4	20.2
2012	송파구	오금동	3,211	15,708	4.9	1,946.1	9,520.0	23,483.0	40.5
2012	송파구	송파1동	2,467	11,042	4.5	3,122.8	13,977.2	35,284.8	39.6
2012	송파구	송파2동	893	4,614	5.2	1,684.9	8,705.7	43,266.0	20.1
2012	송파구	석촌동	2,801	14,862	5.3	2,948.4	15,644.2	37,957.9	41.2
2012	송파구	삼전동	2,035	10,220	5	2,142.1	10,757.9	37,134.7	29
2012	송파구	가락본동	3,451	29,940	8.7	3,054.0	26,495.6	26,526.5	99.9
2012	송파구	가락1동	3,432	10,371	3	2,561.2	7,739.6	4,918.7	157.4
2012	송파구	가락2동	1,871	9,247	4.9	1,949.0	9,632.3	37,776.0	25.5
2012	송파구	문정1동	1,425	7,913	5.6	2,544.6	14,130.4	40,626.8	34.8
2012	송파구	문정2동	2,044	10,279	5	929.1	4,672.3	7,252.3	64.4
2012	송파구	장지동	1,465	10,267	7	563.5	3,948.8	14,475.0	27.3
2012	송파구	잠실본동	3,150	17,312	5.5	3,351.1	18,417.0	33,357.4	55.2
2012	송파구	잠실4동	473	1,890	4	303.2	1,211.5	20,199.4	6
2012	송파구	잠실6동	1,971	26,355	13.4	706.5	9,446.2	6,248.0	151.2
2012	송파구	잠실7동	200	970	4.9	333.3	1,616.7	17,990.0	9
2012	송파구	잠실2동	713	3,534	5	327.1	1,621.1	17,018.8	9.5
2012	송파구	잠실3동	1,167	8,329	7.1	783.2	5,589.9	25,157.0	22.2
2012	강동구	소계	29,694	129,430	4.4	1,207.8	5,264.6	20,041.7	26.3
2012	강동구	강일동	603	10,962	18.2	215.4	3,915.0	12,393.2	31.6
2012	강동구	상일동	1,237	5,238	4.2	465	1,969.2	10,493.2	18.8
2012	강동구	명일1동	1,650	4,937	3	2,704.9	8,093.4	46,954.1	17.2
2012	강동구	명일2동	1,265	4,869	3.8	1,304.1	5,019.6	19,653.6	25.5
2012	강동구	고덕1동	577	1,878	3.3	333.5	1,085.5	10,149.1	10.7
2012	강동구	고덕2동	1,927	3,795	2	958.7	1,888.1	9,036.3	20.9
2012	강동구	암사2동	784	3,170	4	664.4	2,686.4	14,008.5	19.2
2012	강동구	암사3동	575	2,019	3.5	229.1	804.4	7,602.8	10.6
2012	강동구	천호1동	1,555	5,296	3.4	2,190.1	7,459.2	45,088.7	16.5
2012	강동구	천호3동	1,862	6,456	3.5	2,357.0	8,172.2	34,139.2	23.9
2012	강동구	성내1동	2,137	14,744	6.9	3,684.5	25,420.7	34,736.2	73.2
2012	강동구	성내2동	1,954	7,849	4	2,916.4	11,714.9	40,540.3	28.9
2012	강동구	성내3동	2,372	10,355	4.4	3,340.8	14,584.5	36,088.7	40.4
2012	강동구	둔촌1동	402	1,390	3.5	437	1,510.9	22,019.6	6.9
2012	강동구	둔촌2동	1,575	9,051	5.7	1,022.7	5,877.3	19,256.5	30.5
2012	강동구	암사1동	1,947	4,984	2.6	1,927.7	4,934.7	38,994.1	12.7
2012	강동구	천호2동	3,404	13,651	4	2,168.2	8,694.9	24,509.6	35.5
2012	강동구	길동	3,868	18,786	4.9	2,402.5	11,668.3	31,914.3	36.6
