기간	자치구	동	합계	합계	합계	합계	합계	합계	합계	합계	합계	합계	광업	광업	광업	광업	광업	광업	광업	광업	광업	광업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업	제조업
기간	자치구	동	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	완제품반제품재공품재고액	완제품반제품재공품재고액	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	완제품반제품재공품재고액	완제품반제품재공품재고액	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	완제품반제품재공품재고액	완제품반제품재공품재고액	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)
기간	자치구	동	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	연초	연말	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	연초	연말	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)	사업체수	월평균종사자수	연간급여액(퇴직금제외)	생산액	출하액	연초	연말	주요생산비	부가가치	유형자산연말잔액(건설중인자산제외)
2008	구로구	고척1동	16	476	12,967	202,642	208,952	…	…	129,932	72,710	58,209	-	-	-	-	-	-	-	-	-	-	16	476	12,967	202,642	208,952	…	…	129,932	72,710	58,209
2008	구로구	고척2동	6	198	3,676	21,254	21,206	…	…	13,114	8,140	1,604	-	-	-	-	-	-	-	-	-	-	6	198	3,676	21,254	21,206	…	…	13,114	8,140	1,604
2008	구로구	개봉2동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	구로구	개봉3동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	구로구	오류1동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	구로구	오류2동	6	120	3,280	22,407	22,296	…	…	14,389	8,018	6,682	-	-	-	-	-	-	-	-	-	-	6	120	3,280	22,407	22,296	…	…	14,389	8,018	6,682
2008	구로구	수궁동	28	986	23,993	194,807	190,379	…	…	124,042	70,765	101,223	-	-	-	-	-	-	-	-	-	-	28	986	23,993	194,807	190,379	…	…	124,042	70,765	101,223
2008	구로구	가리봉동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	구로구	구로2동	21	702	22,807	233,895	232,327	…	…	173,647	60,248	158,430	-	-	-	-	-	-	-	-	-	-	21	702	22,807	233,895	232,327	…	…	173,647	60,248	158,430
2008	구로구	개봉1동	5	99	1,769	44,213	44,089	…	…	32,661	11,552	46,366	-	-	-	-	-	-	-	-	-	-	5	99	1,769	44,213	44,089	…	…	32,661	11,552	46,366
2008	금천구	계	896	28,101	715,065	6,448,433	6,410,843	478,875	516,465	3,927,864	2,520,569	1,911,976	-	-	-	-	-	-	-	-	-	-	896	28,101	715,065	6,448,433	6,410,843	478,875	516,465	3,927,864	2,520,569	1,911,976
2008	금천구	가산동	566	20,048	548,209	5,185,575	5,146,912	…	…	3,179,698	2,005,877	1,508,584	-	-	-	-	-	-	-	-	-	-	566	20,048	548,209	5,185,575	5,146,912	…	…	3,179,698	2,005,877	1,508,584
2008	금천구	독산1동	204	5,542	124,436	997,149	1,000,062	…	…	608,640	388,509	338,845	-	-	-	-	-	-	-	-	-	-	204	5,542	124,436	997,149	1,000,062	…	…	608,640	388,509	338,845
2008	금천구	독산2동	7	104	1,349	11,637	11,769	…	…	6,700	4,937	1,785	-	-	-	-	-	-	-	-	-	-	7	104	1,349	11,637	11,769	…	…	6,700	4,937	1,785
2008	금천구	독산3동	43	848	9,911	44,261	44,193	…	…	19,589	24,672	4,109	-	-	-	-	-	-	-	-	-	-	43	848	9,911	44,261	44,193	…	…	19,589	24,672	4,109
2008	금천구	독산4동	20	350	6,267	37,648	37,654	…	…	20,435	17,213	2,483	-	-	-	-	-	-	-	-	-	-	20	350	6,267	37,648	37,654	…	…	20,435	17,213	2,483
2008	금천구	시흥1동	35	802	16,928	128,348	126,423	…	…	71,980	56,368	39,183	-	-	-	-	-	-	-	-	-	-	35	802	16,928	128,348	126,423	…	…	71,980	56,368	39,183
2008	금천구	시흥2동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	금천구	시흥3동	13	266	6,082	36,659	36,650	…	…	17,333	19,326	15,384	-	-	-	-	-	-	-	-	-	-	13	266	6,082	36,659	36,650	…	…	17,333	19,326	15,384
2008	금천구	시흥4동	3	38	489	1,444	1,446	…	…	787	657	685	-	-	-	-	-	-	-	-	-	-	3	38	489	1,444	1,446	…	…	787	657	685
2008	금천구	시흥5동	5	103	1,394	5,712	5,734	…	…	2,702	3,010	918	-	-	-	-	-	-	-	-	-	-	5	103	1,394	5,712	5,734	…	…	2,702	3,010	918
2008	영등포구	계	283	7,001	185,862	2,197,592	2,171,236	62,656	89,012	1,227,990	969,602	489,312	-	-	-	-	-	-	-	-	-	-	283	7,001	185,862	2,197,592	2,171,236	62,656	89,012	1,227,990	969,602	489,312
2008	영등포구	여의동	11	442	15,290	250,847	248,644	…	…	122,057	128,790	22,073	-	-	-	-	-	-	-	-	-	-	11	442	15,290	250,847	248,644	…	…	122,057	128,790	22,073
2008	영등포구	당산1동	7	89	1,654	13,602	13,277	…	…	7,353	6,249	1,523	-	-	-	-	-	-	-	-	-	-	7	89	1,654	13,602	13,277	…	…	7,353	6,249	1,523
2008	영등포구	당산2동	17	494	12,321	49,949	51,138	…	…	22,817	27,132	11,497	-	-	-	-	-	-	-	-	-	-	17	494	12,321	49,949	51,138	…	…	22,817	27,132	11,497
2008	영등포구	양평1동	44	869	25,355	181,936	176,125	…	…	104,764	77,172	32,399	-	-	-	-	-	-	-	-	-	-	44	869	25,355	181,936	176,125	…	…	104,764	77,172	32,399
2008	영등포구	양평2동	44	1,915	62,085	935,939	935,267	…	…	495,733	440,206	182,801	-	-	-	-	-	-	-	-	-	-	44	1,915	62,085	935,939	935,267	…	…	495,733	440,206	182,801
2008	영등포구	신길1동	3	43	474	1,900	1,881	…	…	965	935	639	-	-	-	-	-	-	-	-	-	-	3	43	474	1,900	1,881	…	…	965	935	639
2008	영등포구	신길3동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	영등포구	신길4동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	영등포구	신길5동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	영등포구	신길6동	6	338	6,950	47,059	43,874	…	…	25,664	21,395	100,937	-	-	-	-	-	-	-	-	-	-	6	338	6,950	47,059	43,874	…	…	25,664	21,395	100,937
2008	영등포구	신길7동	3	103	3,087	30,616	27,169	…	…	12,088	18,528	1,807	-	-	-	-	-	-	-	-	-	-	3	103	3,087	30,616	27,169	…	…	12,088	18,528	1,807
2008	영등포구	대림1동	4	61	287	1,585	1,585	…	…	898	687	29	-	-	-	-	-	-	-	-	-	-	4	61	287	1,585	1,585	…	…	898	687	29
2008	영등포구	대림2동	5	65	1,272	7,459	7,506	…	…	4,797	2,662	300	-	-	-	-	-	-	-	-	-	-	5	65	1,272	7,459	7,506	…	…	4,797	2,662	300
2008	영등포구	대림3동	29	546	6,578	57,524	57,973	…	…	37,110	20,414	9,135	-	-	-	-	-	-	-	-	-	-	29	546	6,578	57,524	57,973	…	…	37,110	20,414	9,135
2008	영등포구	영등포본동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	영등포구	영등포동	12	176	4,520	44,049	43,866	…	…	17,911	26,138	10,431	-	-	-	-	-	-	-	-	-	-	12	176	4,520	44,049	43,866	…	…	17,911	26,138	10,431
2008	영등포구	도림동	7	122	2,469	26,505	18,108	…	…	12,379	14,126	1,028	-	-	-	-	-	-	-	-	-	-	7	122	2,469	26,505	18,108	…	…	12,379	14,126	1,028
2008	영등포구	문래동	86	1,596	39,710	525,236	521,436	…	…	352,082	173,154	113,495	-	-	-	-	-	-	-	-	-	-	86	1,596	39,710	525,236	521,436	…	…	352,082	173,154	113,495
2008	동작구	계	37	882	17,102	101,483	102,787	3,167	1,863	58,394	43,089	24,936	1	X	X	X	X	X	X	X	X	X	36	807	14,713	88,927	90,231	3,167	1,863	58,254	30,673	18,058
2008	동작구	노량진2동	1	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	동작구	상도1동	3	80	1,695	11,966	12,894	…	…	8,644	3,322	11,814	-	-	-	…	-	…	…	-	-	-	3	80	1,695	11,966	12,894	…	…	8,644	3,322	11,814
2008	동작구	상도2동	5	65	1,350	8,790	8,700	…	…	5,344	3,446	954	-	-	-	…	-	…	…	-	-	-	5	65	1,350	8,790	8,700	…	…	5,344	3,446	954
2008	동작구	상도3동	1	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	동작구	상도4동	2	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	동작구	사당1동	2	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	동작구	사당3동	3	50	792	2,018	2,018	…	…	1,650	368	352	-	-	-	…	-	…	…	-	-	-	3	50	792	2,018	2,018	…	…	1,650	368	352
2008	동작구	사당4동	2	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	동작구	사당5동	1	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	동작구	대방동	5	120	1,640	6,667	6,615	…	…	4,403	2,264	2,837	-	-	-	…	-	…	…	-	-	-	5	120	1,640	6,667	6,615	…	…	4,403	2,264	2,837
2008	동작구	신대방1동	3	102	2,793	13,156	13,156	…	…	177	12,979	6,922	1	X	X	…	X	…	…	X	X	X	2	X	X	X	X	…	…	X	X	X
2008	동작구	신대방2동	7	137	2,688	26,844	27,412	…	…	20,635	6,209	362	-	-	-	…	-	…	…	-	-	-	7	137	2,688	26,844	27,412	…	…	20,635	6,209	362
2008	동작구	흑석동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	동작구	노량진1동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	동작구	사당2동	2	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	관악구	계	161	3,148	55,431	327,316	323,907	13,486	16,895	183,908	143,408	76,823	-	-	-	-	-	-	-	-	-	-	161	3,148	55,431	327,316	323,907	13,486	16,895	183,908	143,408	76,823
2008	관악구	보라매동	7	97	1,407	3,851	3,887	…	…	1,738	2,113	117	-	-	-	-	-	-	-	-	-	-	7	97	1,407	3,851	3,887	…	…	1,738	2,113	117
2008	관악구	청림동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	관악구	행운동	4	79	1,104	5,127	5,091	…	…	2,672	2,455	2,084	-	-	-	-	-	-	-	-	-	-	4	79	1,104	5,127	5,091	…	…	2,672	2,455	2,084
2008	관악구	낙성대동	14	330	5,507	29,226	29,393	…	…	15,725	13,501	20,256	-	-	-	-	-	-	-	-	-	-	14	330	5,507	29,226	29,393	…	…	15,725	13,501	20,256
2008	관악구	중앙동	3	52	640	2,342	2,342	…	…	1,231	1,111	207	-	-	-	-	-	-	-	-	-	-	3	52	640	2,342	2,342	…	…	1,231	1,111	207
2008	관악구	인헌동	11	337	10,466	105,411	103,327	…	…	59,362	46,049	24,554	-	-	-	-	-	-	-	-	-	-	11	337	10,466	105,411	103,327	…	…	59,362	46,049	24,554
2008	관악구	남현동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	관악구	서원동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	관악구	신원동	8	114	1,722	10,502	10,116	…	…	6,394	4,108	413	-	-	-	-	-	-	-	-	-	-	8	114	1,722	10,502	10,116	…	…	6,394	4,108	413
2008	관악구	서림동	3	49	1,258	5,174	5,174	…	…	3,135	2,039	241	-	-	-	-	-	-	-	-	-	-	3	49	1,258	5,174	5,174	…	…	3,135	2,039	241
2008	관악구	신사동	25	367	5,572	19,895	19,093	…	…	7,917	11,978	5,193	-	-	-	-	-	-	-	-	-	-	25	367	5,572	19,895	19,093	…	…	7,917	11,978	5,193
2008	관악구	신림동	4	61	731	3,981	3,981	…	…	2,560	1,421	49	-	-	-	-	-	-	-	-	-	-	4	61	731	3,981	3,981	…	…	2,560	1,421	49
2008	관악구	난향동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	관악구	조원동	22	332	5,361	21,922	21,486	…	…	12,518	9,404	4,190	-	-	-	-	-	-	-	-	-	-	22	332	5,361	21,922	21,486	…	…	12,518	9,404	4,190
2008	관악구	대학동	3	53	865	6,167	6,146	…	…	3,412	2,755	589	-	-	-	-	-	-	-	-	-	-	3	53	865	6,167	6,146	…	…	3,412	2,755	589
2008	관악구	은천동	13	280	4,908	20,689	20,542	…	…	10,740	9,949	6,252	-	-	-	-	-	-	-	-	-	-	13	280	4,908	20,689	20,542	…	…	10,740	9,949	6,252
2008	관악구	성현동	3	64	772	4,954	4,795	…	…	2,725	2,229	295	-	-	-	-	-	-	-	-	-	-	3	64	772	4,954	4,795	…	…	2,725	2,229	295
2008	관악구	청룡동	9	175	2,791	9,108	9,124	…	…	4,844	4,264	516	-	-	-	-	-	-	-	-	-	-	9	175	2,791	9,108	9,124	…	…	4,844	4,264	516
2008	관악구	난곡동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	관악구	삼성동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	관악구	미성동	22	387	6,161	33,391	34,019	…	…	18,581	14,810	3,152	-	-	-	-	-	-	-	-	-	-	22	387	6,161	33,391	34,019	…	…	18,581	14,810	3,152
2008	서초구	계	136	5,354	158,022	1,540,367	1,522,213	204,905	223,059	888,666	651,701	353,798	-	-	-	-	-	-	-	-	-	-	136	5,354	158,022	1,540,367	1,522,213	204,905	223,059	888,666	651,701	353,798
2008	서초구	서초1동	15	418	12,190	116,026	109,206	…	…	59,024	57,002	37,423	-	-	-	-	-	-	-	-	-	-	15	418	12,190	116,026	109,206	…	…	59,024	57,002	37,423
2008	서초구	서초2동	10	689	22,524	232,727	227,581	…	…	149,133	83,594	107,949	-	-	-	-	-	-	-	-	-	-	10	689	22,524	232,727	227,581	…	…	149,133	83,594	107,949
2008	서초구	서초3동	25	1,638	47,440	445,671	443,401	…	…	226,170	219,501	71,467	-	-	-	-	-	-	-	-	-	-	25	1,638	47,440	445,671	443,401	…	…	226,170	219,501	71,467
2008	서초구	서초4동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	서초구	잠원동	7	134	1,977	16,552	16,552	…	…	5,993	10,559	11,613	-	-	-	-	-	-	-	-	-	-	7	134	1,977	16,552	16,552	…	…	5,993	10,559	11,613
2008	서초구	반포본동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	서초구	반포1동	4	342	7,477	68,446	71,994	…	…	27,257	41,189	1,742	-	-	-	-	-	-	-	-	-	-	4	342	7,477	68,446	71,994	…	…	27,257	41,189	1,742
2008	서초구	반포2동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	서초구	반포3동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	서초구	반포4동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	서초구	방배본동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	서초구	방배1동	3	35	1,689	7,137	8,813	…	…	6,491	646	190	-	-	-	-	-	-	-	-	-	-	3	35	1,689	7,137	8,813	…	…	6,491	646	190
2008	서초구	방배2동	5	132	5,261	48,844	47,904	…	…	30,979	17,865	45,827	-	-	-	-	-	-	-	-	-	-	5	132	5,261	48,844	47,904	…	…	30,979	17,865	45,827
2008	서초구	방배3동	6	260	8,974	42,821	42,301	…	…	25,941	16,880	18,721	-	-	-	-	-	-	-	-	-	-	6	260	8,974	42,821	42,301	…	…	25,941	16,880	18,721
2008	서초구	방배4동	8	214	6,973	54,907	52,014	…	…	32,008	22,899	19,244	-	-	-	-	-	-	-	-	-	-	8	214	6,973	54,907	52,014	…	…	32,008	22,899	19,244
2008	서초구	양재1동	21	476	14,324	141,312	139,602	…	…	83,466	57,846	10,454	-	-	-	-	-	-	-	-	-	-	21	476	14,324	141,312	139,602	…	…	83,466	57,846	10,454
2008	서초구	양재2동	27	832	24,049	326,908	323,135	…	…	225,881	101,027	19,483	-	-	-	-	-	-	-	-	-	-	27	832	24,049	326,908	323,135	…	…	225,881	101,027	19,483
2008	서초구	내곡동	1	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	1	X	X	X	X	…	…	X	X	X
2008	강남구	계	196	10,275	372,788	2,960,140	2,895,680	461,604	526,064	1,541,064	1,419,076	641,993	1	X	X	X	X	X	X	X	X	X	195	10,216	370,913	2,942,717	2,878,248	461,566	526,035	1,535,424	1,407,293	639,788
2008	강남구	신사동	23	1,174	38,272	398,249	383,279	…	…	219,619	178,630	122,877	-	-	-	…	-	…	…	-	-	-	23	1,174	38,272	398,249	383,279	…	…	219,619	178,630	122,877
2008	강남구	논현1동	23	2,016	56,726	457,571	445,038	…	…	221,865	235,706	88,561	-	-	-	…	-	…	…	-	-	-	23	2,016	56,726	457,571	445,038	…	…	221,865	235,706	88,561
2008	강남구	논현2동	28	1,010	29,568	168,942	171,122	…	…	96,612	72,330	21,183	-	-	-	…	-	…	…	-	-	-	28	1,010	29,568	168,942	171,122	…	…	96,612	72,330	21,183
2008	강남구	압구정1동	11	550	16,029	90,558	91,402	…	…	40,953	49,605	11,016	-	-	-	…	-	…	…	-	-	-	11	550	16,029	90,558	91,402	…	…	40,953	49,605	11,016
2008	강남구	압구정2동	3	106	1,914	26,154	26,173	…	…	5,838	20,316	2,283	-	-	-	…	-	…	…	-	-	-	3	106	1,914	26,154	26,173	…	…	5,838	20,316	2,283
2008	강남구	청담1동	6	180	5,467	85,053	84,649	…	…	60,332	24,721	25,732	-	-	-	…	-	…	…	-	-	-	6	180	5,467	85,053	84,649	…	…	60,332	24,721	25,732
2008	강남구	청담2동	11	541	19,066	194,399	187,428	…	…	85,811	108,588	21,000	-	-	-	…	-	…	…	-	-	-	11	541	19,066	194,399	187,428	…	…	85,811	108,588	21,000
2008	강남구	삼성1동	13	1,137	40,483	486,086	485,134	…	…	191,961	294,125	162,294	-	-	-	…	-	…	…	-	-	-	13	1,137	40,483	486,086	485,134	…	…	191,961	294,125	162,294
2008	강남구	삼성2동	7	269	6,401	47,568	46,464	…	…	33,100	14,468	9,893	-	-	-	…	-	…	…	-	-	-	7	269	6,401	47,568	46,464	…	…	33,100	14,468	9,893
2008	강남구	대치1동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	대치2동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	대치3동	7	976	39,446	257,792	258,417	…	…	115,389	142,403	49,699	-	-	-	…	-	…	…	-	-	-	7	976	39,446	257,792	258,417	…	…	115,389	142,403	49,699
2008	강남구	대치4동	2	X	X	X	X	…	…	X	X	X	-	-	-	…	-	…	…	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	강남구	역삼1동	29	1,092	91,153	454,225	442,693	…	…	292,722	161,503	23,070	-	-	-	…	-	…	…	-	-	-	29	1,092	91,153	454,225	442,693	…	…	292,722	161,503	23,070
2008	강남구	역삼2동	14	619	11,486	125,365	109,377	…	…	78,181	47,184	65,450	-	-	-	…	-	…	…	-	-	-	14	619	11,486	125,365	109,377	…	…	78,181	47,184	65,450
2008	강남구	도곡1동	3	82	1,872	19,678	18,595	…	…	10,996	8,682	1,733	-	-	-	…	-	…	…	-	-	-	3	82	1,872	19,678	18,595	…	…	10,996	8,682	1,733
2008	강남구	도곡2동	5	184	5,572	38,612	37,109	…	…	19,482	19,130	19,340	-	-	-	…	-	…	…	-	-	-	5	184	5,572	38,612	37,109	…	…	19,482	19,130	19,340
2008	강남구	개포1동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	개포2동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	개포3동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	개포4동	9	198	5,272	44,791	44,677	…	…	29,883	14,908	3,796	-	-	-	…	-	…	…	-	-	-	9	198	5,272	44,791	44,677	…	…	29,883	14,908	3,796
2008	강남구	일원본동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	일원1동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	일원2동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	수서동	-	-	-	-	-	…	…	-	-	-	-	-	-	…	-	…	…	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	강남구	세곡동	2	X	X	X	X	…	…	X	X	X	1	X	X	…	X	…	…	X	X	X	1	X	X	X	X	…	…	X	X	X
2008	송파구	계	172	5,609	158,782	1,987,654	1,988,142	191,259	190,771	1,314,534	673,120	265,411	-	-	-	-	-	-	-	-	-	-	172	5,609	158,782	1,987,654	1,988,142	191,259	190,771	1,314,534	673,120	265,411
2008	송파구	풍납1동	4	104	3,130	27,201	27,770	…	…	16,740	10,461	6,371	-	-	-	-	-	-	-	-	-	-	4	104	3,130	27,201	27,770	…	…	16,740	10,461	6,371
2008	송파구	풍납2동	5	91	1,782	40,215	40,285	…	…	26,506	13,709	30,636	-	-	-	-	-	-	-	-	-	-	5	91	1,782	40,215	40,285	…	…	26,506	13,709	30,636
2008	송파구	거여1동	5	107	3,104	39,428	39,468	…	…	26,082	13,346	30,109	-	-	-	-	-	-	-	-	-	-	5	107	3,104	39,428	39,468	…	…	26,082	13,346	30,109
2008	송파구	거여2동	5	86	1,404	15,034	15,039	…	…	10,378	4,656	169	-	-	-	-	-	-	-	-	-	-	5	86	1,404	15,034	15,039	…	…	10,378	4,656	169
2008	송파구	마천1동	5	111	2,074	7,414	7,724	…	…	3,388	4,026	2,242	-	-	-	-	-	-	-	-	-	-	5	111	2,074	7,414	7,724	…	…	3,388	4,026	2,242
2008	송파구	마천2동	7	134	2,778	17,595	17,440	…	…	9,641	7,954	5,034	-	-	-	-	-	-	-	-	-	-	7	134	2,778	17,595	17,440	…	…	9,641	7,954	5,034
2008	송파구	방이1동	8	241	6,167	94,255	93,751	…	…	64,407	29,848	9,962	-	-	-	-	-	-	-	-	-	-	8	241	6,167	94,255	93,751	…	…	64,407	29,848	9,962
2008	송파구	방이2동	16	696	24,244	327,864	335,598	…	…	191,011	136,853	27,140	-	-	-	-	-	-	-	-	-	-	16	696	24,244	327,864	335,598	…	…	191,011	136,853	27,140
2008	송파구	오륜동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	송파구	오금동	20	720	21,563	134,767	140,601	…	…	85,658	49,109	12,411	-	-	-	-	-	-	-	-	-	-	20	720	21,563	134,767	140,601	…	…	85,658	49,109	12,411
2008	송파구	송파1동	11	260	8,379	115,102	111,078	…	…	72,199	42,903	20,126	-	-	-	-	-	-	-	-	-	-	11	260	8,379	115,102	111,078	…	…	72,199	42,903	20,126
2008	송파구	송파2동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	송파구	석촌동	8	282	7,647	64,880	64,257	…	…	34,367	30,513	9,077	-	-	-	-	-	-	-	-	-	-	8	282	7,647	64,880	64,257	…	…	34,367	30,513	9,077
2008	송파구	삼전동	7	208	4,976	32,906	32,575	…	…	18,688	14,218	4,958	-	-	-	-	-	-	-	-	-	-	7	208	4,976	32,906	32,575	…	…	18,688	14,218	4,958
2008	송파구	가락본동	22	841	20,303	297,339	298,644	…	…	217,814	79,525	31,484	-	-	-	-	-	-	-	-	-	-	22	841	20,303	297,339	298,644	…	…	217,814	79,525	31,484
2008	송파구	가락1동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	송파구	가락2동	18	1,027	35,452	543,196	534,232	…	…	387,224	155,972	19,911	-	-	-	-	-	-	-	-	-	-	18	1,027	35,452	543,196	534,232	…	…	387,224	155,972	19,911
2008	송파구	문정1동	8	250	5,163	63,596	64,542	…	…	43,862	19,734	27,502	-	-	-	-	-	-	-	-	-	-	8	250	5,163	63,596	64,542	…	…	43,862	19,734	27,502
2008	송파구	문정2동	2	X	X	X	X	…	…	X	X	X	-	-	-	-	-	-	-	-	-	-	2	X	X	X	X	…	…	X	X	X
2008	송파구	장지동	8	134	2,577	24,996	23,785	…	…	16,514	8,482	1,853	-	-	-	-	-	-	-	-	-	-	8	134	2,577	24,996	23,785	…	…	16,514	8,482	1,853
2008	송파구	잠실본동	11	195	4,829	55,866	55,174	…	…	34,256	21,610	8,761	-	-	-	-	-	-	-	-	-	-	11	195	4,829	55,866	55,174	…	…	34,256	21,610	8,761
2008	송파구	잠실4동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	송파구	잠실6동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	송파구	잠실7동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	송파구	잠실2동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
2008	송파구	잠실3동	-	-	-	-	-	…	…	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	…	…	-	-	-
