기간	자치구	동	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관	금융기관
기간	자치구	동	합계	한국은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	시중은행	지방은행	특수은행	특수은행	특수은행	특수은행	기타	기타
기간	자치구	동	합계	한국은행	우리은행	SC제일은행	KB국민은행	한국외환은행	신한은행	한국씨티은행	하나은행	지방은행	IBK기업은행	농협중앙회	수협중앙회	한국산업은행	수출입은행	외국은행
2008	영등포구	대림2동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	영등포구	대림3동	7	-	2	1	1	-	-	-	1	-	1	-	1	-	-	-
2008	영등포구	영등포동	22	-	3	1	4	1	4	1	3	-	1	3	1	-	-	-
2008	영등포구	도림동	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
2008	영등포구	문래동	11	-	3	-	3	-	-	-	2	-	3	-	-	-	-	-
2008	동작구	소계	63	-	13	4	12	2	14	1	9	-	3	4	1	-	-	-
2008	동작구	노량진2동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	동작구	상도1동	7	-	1	1	2	1	-	-	2	-	-	-	-	-	-	-
2008	동작구	상도2동	2	-	-	-	-	1	1	-	-	-	-	-	-	-	-	-
2008	동작구	상도3동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	동작구	상도4동	4	-	2	-	-	-	1	-	-	-	-	1	-	-	-	-
2008	동작구	사당1동	7	-	-	1	2	-	1	-	1	-	1	1	-	-	-	-
2008	동작구	사당3동	3	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-
2008	동작구	사당5동	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
2008	동작구	대방동	7	-	2	-	2	-	3	-	-	-	-	-	-	-	-	-
2008	동작구	신대방1동	3	-	1	-	1	-	-	-	1	-	-	-	-	-	-	-
2008	동작구	신대방2동	9	-	1	1	-	-	2	1	1	-	1	2	-	-	-	-
2008	동작구	흑석동	7	-	3	-	1	-	1	-	2	-	-	-	-	-	-	-
2008	동작구	노량진1동	9	-	2	1	2	-	1	-	1	-	1	-	1	-	-	-
2008	동작구	사당2동	2	-	-	-	-	-	1	-	1	-	-	-	-	-	-	-
2008	관악구	소계	66	-	16	4	17	2	10	1	4	-	5	5	2	-	-	-
2008	관악구	보라매동	2	-	-	-	1	-	-	-	-	-	-	1	-	-	-	-
2008	관악구	청림동	3	-	1	-	1	-	-	-	-	-	-	-	1	-	-	-
2008	관악구	행운동	7	-	2	1	1	1	2	-	-	-	-	-	-	-	-	-
2008	관악구	낙성대동	3	-	-	-	1	-	1	-	1	-	-	-	-	-	-	-
2008	관악구	중앙동	3	-	-	-	1	-	2	-	-	-	-	-	-	-	-	-
2008	관악구	인헌동	6	-	2	-	2	-	1	-	1	-	-	-	-	-	-	-
2008	관악구	남현동	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
2008	관악구	서원동	2	-	-	-	1	-	-	1	-	-	-	-	-	-	-	-
2008	관악구	신원동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	관악구	서림동	2	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-
2008	관악구	신사동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	관악구	신림동	19	-	4	1	6	1	-	-	1	-	3	3	-	-	-	-
2008	관악구	난향동	1	-	-	-	1	-	-	-	-	-	-	-	-	-	-	-
2008	관악구	대학동	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
2008	관악구	은천동	3	-	1	1	-	-	-	-	-	-	1	-	-	-	-	-
2008	관악구	성현동	4	-	-	1	1	-	-	-	-	-	1	-	1	-	-	-
2008	관악구	청룡동	6	-	2	-	1	-	1	-	1	-	-	1	-	-	-	-
2008	관악구	난곡동	1	-	-	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	서초구	소계	228	-	33	16	37	20	44	12	33	2	15	12	3	1	-	-
2008	서초구	서초1동	15	-	2	2	2	3	1	2	2	-	-	1	-	-	-	-
2008	서초구	서초2동	33	-	4	2	5	2	4	1	7	1	3	1	2	1	-	-
2008	서초구	서초3동	34	-	5	2	4	1	11	-	5	1	3	2	-	-	-	-
2008	서초구	서초4동	19	-	5	1	5	2	2	-	3	-	1	-	-	-	-	-
2008	서초구	잠원동	23	-	4	2	4	3	4	2	3	-	1	-	-	-	-	-
2008	서초구	반포본동	6	-	1	1	1	-	2	-	-	-	-	1	-	-	-	-
2008	서초구	반포1동	6	-	1	1	1	-	2	-	-	-	1	-	-	-	-	-
2008	서초구	반포2동	4	-	-	-	-	-	-	-	2	-	1	1	-	-	-	-
2008	서초구	반포3동	2	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-
2008	서초구	반포4동	20	-	3	1	3	2	5	1	4	-	-	1	-	-	-	-
2008	서초구	방배본동	9	-	1	2	2	1	1	1	1	-	-	-	-	-	-	-
2008	서초구	방배1동	6	-	-	1	1	1	2	-	1	-	-	-	-	-	-	-
2008	서초구	방배2동	4	-	1	-	1	1	-	1	-	-	-	-	-	-	-	-
2008	서초구	방배3동	6	-	1	-	1	-	-	2	1	-	1	-	-	-	-	-
2008	서초구	방배4동	16	-	1	-	4	-	4	1	2	-	2	2	-	-	-	-
2008	서초구	양재1동	9	-	2	-	1	2	1	-	1	-	1	-	1	-	-	-
2008	서초구	양재2동	16	-	2	1	1	2	5	1	-	-	1	3	-	-	-	-
2008	강남구	소계	409	1	59	22	70	26	75	29	51	6	24	34	7	3	1	1
2008	강남구	신사동	43	-	7	2	9	3	9	2	5	-	2	2	1	1	-	-
2008	강남구	논현1동	20	-	2	1	4	2	3	1	4	-	2	1	-	-	-	-
2008	강남구	논현2동	34	-	4	3	7	3	5	1	4	-	3	3	1	-	-	-
2008	강남구	압구정1동	5	-	1	1	2	-	-	1	-	-	-	-	-	-	-	-
2008	강남구	압구정2동	2	-	-	-	-	-	1	1	-	-	-	-	-	-	-	-
2008	강남구	청담1동	12	-	3	1	3	-	1	1	3	-	-	-	-	-	-	-
2008	강남구	청담2동	7	-	1	-	-	-	1	1	1	-	1	2	-	-	-	-
2008	강남구	삼성1동	38	-	5	2	5	4	8	3	6	-	2	2	-	1	-	-
2008	강남구	삼성2동	16	-	3	1	1	1	2	1	3	-	1	2	1	-	-	-
2008	강남구	대치1동	19	-	2	2	4	1	3	1	3	-	1	1	-	-	-	1
2008	강남구	대치2동	9	-	2	-	2	-	3	2	-	-	-	-	-	-	-	-
2008	강남구	대치3동	18	-	-	-	2	3	4	2	3	1	-	2	-	-	1	-
2008	강남구	대치4동	23	-	3	2	3	1	5	-	1	-	3	4	1	-	-	-
2008	강남구	역삼1동	74	-	8	4	15	4	16	6	5	3	3	7	3	-	-	-
2008	강남구	역삼2동	22	-	4	1	2	1	3	2	3	1	3	2	-	-	-	-
2008	강남구	도곡1동	21	-	4	-	3	-	4	1	3	1	1	4	-	-	-	-
2008	강남구	도곡2동	16	-	3	1	3	1	2	1	2	-	2	-	-	1	-	-
2008	강남구	개포1동	6	-	1	1	1	1	1	-	1	-	-	-	-	-	-	-
2008	강남구	개포2동	1	-	-	-	-	-	-	1	-	-	-	-	-	-	-	-
2008	강남구	개포3동	4	-	1	-	1	-	1	-	1	-	-	-	-	-	-	-
2008	강남구	개포4동	4	-	1	-	1	-	-	-	1	-	-	1	-	-	-	-
2008	강남구	일원본동	4	-	1	-	-	1	1	1	-	-	-	-	-	-	-	-
2008	강남구	일원1동	6	-	1	-	1	-	2	-	1	-	-	1	-	-	-	-
2008	강남구	일원2동	1	-	1	-	-	-	-	-	-	-	-	-	-	-	-	-
2008	강남구	수서동	3	-	1	-	1	-	-	-	1	-	-	-	-	-	-	-
2008	강남구	세곡동	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-
2008	송파구	소계	176	-	31	14	31	11	30	7	25	-	10	11	5	1	-	-
2008	송파구	풍납1동	1	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-
2008	송파구	풍납2동	4	-	1	-	-	1	1	-	1	-	-	-	-	-	-	-
2008	송파구	거여2동	4	-	1	-	1	-	-	-	1	-	-	1	-	-	-	-
2008	송파구	마천1동	1	-	-	1	-	-	-	-	-	-	-	-	-	-	-	-
2008	송파구	마천2동	3	-	-	-	2	-	1	-	-	-	-	-	-	-	-	-
2008	송파구	방이1동	2	-	1	1	-	-	-	-	-	-	-	-	-	-	-	-
2008	송파구	방이2동	13	-	3	-	2	2	2	1	2	-	1	-	-	-	-	-
2008	송파구	오륜동	2	-	-	-	-	1	-	-	-	-	-	-	1	-	-	-
2008	송파구	오금동	11	-	5	-	1	-	1	-	2	-	1	-	1	-	-	-
2008	송파구	송파1동	9	-	1	1	3	1	-	-	-	-	2	1	-	-	-	-
2008	송파구	송파2동	24	-	1	2	3	1	8	1	5	-	-	1	1	1	-	-
2008	송파구	석촌동	11	-	4	-	1	-	2	1	2	-	-	-	1	-	-	-
2008	송파구	삼전동	7	-	1	-	3	1	-	1	-	-	1	-	-	-	-	-
2008	송파구	가락본동	15	-	2	2	3	1	2	1	1	-	1	2	-	-	-	-
2008	송파구	가락1동	3	-	-	-	-	-	-	-	-	-	-	2	1	-	-	-
2008	송파구	가락2동	10	-	2	1	1	-	1	1	3	-	-	1	-	-	-	-
2008	송파구	문정1동	7	-	1	1	1	1	2	-	-	-	1	-	-	-	-	-
2008	송파구	문정2동	6	-	1	1	1	-	1	-	2	-	-	-	-	-	-	-
2008	송파구	장지동	4	-	-	1	1	-	1	-	-	-	-	1	-	-	-	-
2008	송파구	잠실본동	8	-	1	-	2	1	2	-	1	-	1	-	-	-	-	-
2008	송파구	잠실4동	6	-	1	1	1	-	2	-	1	-	-	-	-	-	-	-
2008	송파구	잠실6동	5	-	1	1	1	-	1	-	1	-	-	-	-	-	-	-
2008	송파구	잠실7동	6	-	2	-	1	-	1	1	1	-	-	-	-	-	-	-
2008	송파구	잠실2동	6	-	1	-	2	-	-	-	1	-	1	1	-	-	-	-
2008	송파구	잠실3동	8	-	1	1	1	1	2	-	1	-	-	1	-	-	-	-
2008	강동구	소계	82	-	15	6	17	3	13	3	11	-	7	5	2	-	-	-
2008	강동구	상일동	2	-	-	-	1	-	-	-	1	-	-	-	-	-	-	-
2008	강동구	명일1동	7	-	2	-	2	-	2	-	1	-	-	-	-	-	-	-
2008	강동구	명일2동	8	-	1	1	1	1	1	1	1	-	-	1	-	-	-	-
2008	강동구	고덕2동	2	-	1	-	-	-	1	-	-	-	-	-	-	-	-	-
2008	강동구	암사2동	3	-	1	-	1	-	1	-	-	-	-	-	-	-	-	-
2008	강동구	암사3동	4	-	1	-	1	-	1	-	1	-	-	-	-	-	-	-
2008	강동구	천호1동	2	-	-	1	1	-	-	-	-	-	-	-	-	-	-	-
2008	강동구	천호3동	3	-	-	-	-	-	1	-	1	-	1	-	-	-	-	-
2008	강동구	성내1동	8	-	1	-	2	1	-	1	1	-	1	1	-	-	-	-
2008	강동구	성내2동	3	-	1	1	1	-	-	-	-	-	-	-	-	-	-	-
2008	강동구	성내3동	8	-	1	-	1	1	1	-	1	-	3	-	-	-	-	-
2008	강동구	둔촌1동	3	-	-	-	1	-	1	-	1	-	-	-	-	-	-	-
2008	강동구	둔촌2동	5	-	2	1	-	-	1	-	1	-	-	-	-	-	-	-
2008	강동구	암사1동	5	-	-	1	1	-	-	-	-	-	1	1	1	-	-	-
2008	강동구	천호2동	8	-	1	1	1	-	2	1	1	-	-	1	-	-	-	-
2008	강동구	길동	11	-	3	-	3	-	1	-	1	-	1	1	1	-	-	-
