기간	자치구	동	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 정원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원	보육시설 현원
2012	금천구	시흥1동	1,003	197	-	196	295	276	-	39	952	196	-	182	274	262	-	38
2012	금천구	시흥2동	586	52	-	40	115	379	-	-	566	49	-	37	105	375	-	-
2012	금천구	시흥3동	300	99	-	89	112	-	-	-	266	93	-	76	97	-	-	-
2012	금천구	시흥4동	1,043	68	-	156	679	140	-	-	940	68	-	144	609	119	-	-
2012	금천구	시흥5동	1,386	123	223	123	808	109	-	-	1,211	95	220	62	731	103	-	-
2012	영등포구	소계	10,889	1,865	190	166	5,362	1,903	-	1,403	9,836	1,754	170	136	4,859	1,768	-	1,149
2012	영등포구	여의동	1,485	45	-	-	-	119	-	1,321	1,229	45	-	-	-	113	-	1,071
2012	영등포구	당산1동	672	106	-	-	459	70	-	37	636	103	-	-	442	56	-	35
2012	영등포구	당산2동	728	-	-	-	497	231	-	-	651	-	-	-	425	226	-	-
2012	영등포구	양평1동	433	158	-	-	154	121	-	-	424	150	-	-	153	121	-	-
2012	영등포구	양평2동	522	64	44	86	107	176	-	45	493	64	44	65	102	175	-	43
2012	영등포구	신길1동	434	94	-	-	256	84	-	-	414	91	-	-	252	71	-	-
2012	영등포구	신길3동	293	59	-	-	137	97	-	-	235	57	-	-	135	43	-	-
2012	영등포구	신길4동	557	148	-	40	357	12	-	-	542	143	-	35	352	12	-	-
2012	영등포구	신길5동	305	117	20	-	168	-	-	-	294	111	18	-	165	-	-	-
2012	영등포구	신길6동	895	160	-	-	612	123	-	-	856	155	-	-	583	118	-	-
2012	영등포구	신길7동	493	137	-	-	284	72	-	-	407	133	-	-	204	70	-	-
2012	영등포구	대림1동	477	59	-	-	341	77	-	-	353	58	-	-	232	63	-	-
2012	영등포구	대림2동	567	89	-	-	458	20	-	-	518	84	-	-	415	19	-	-
2012	영등포구	대림3동	928	229	-	-	532	167	-	-	845	217	-	-	471	157	-	-
2012	영등포구	영등포본동	488	133	-	-	203	152	-	-	466	127	-	-	192	147	-	-
2012	영등포구	영등포동	559	99	47	-	393	20	-	-	481	75	34	-	352	20	-	-
2012	영등포구	도림동	373	133	79	40	43	78	-	-	338	110	74	36	42	76	-	-
2012	영등포구	문래동	680	35	-	-	361	284	-	-	654	31	-	-	342	281	-	-
2012	동작구	소계	9,423	2,648	103	39	4,528	1,962	49	94	8,503	2,586	98	38	3,843	1,828	38	72
2012	동작구	노량진2동	233	139	-	-	59	-	-	35	209	128	-	-	58	-	-	23
2012	동작구	상도1동	1,016	487	63	-	312	154	-	-	948	485	58	-	264	141	-	-
2012	동작구	상도2동	630	129	-	-	295	206	-	-	596	127	-	-	280	189	-	-
2012	동작구	상도3동	770	144	-	-	539	87	-	-	717	143	-	-	489	85	-	-
2012	동작구	상도4동	898	123	-	-	541	185	49	-	780	123	-	-	437	182	38	-
2012	동작구	사당1동	671	205	-	-	446	20	-	-	624	203	-	-	402	19	-	-
2012	동작구	사당3동	596	256	-	-	245	95	-	-	556	250	-	-	225	81	-	-
2012	동작구	사당4동	380	47	-	-	275	58	-	-	369	46	-	-	265	58	-	-
2012	동작구	사당5동	353	178	-	-	55	120	-	-	314	177	-	-	54	83	-	-
2012	동작구	대방동	666	241	20	-	270	135	-	-	637	235	20	-	254	128	-	-
2012	동작구	신대방1동	610	79	-	-	396	135	-	-	547	73	-	-	340	134	-	-
2012	동작구	신대방2동	399	120	-	-	136	104	-	39	374	114	-	-	131	97	-	32
2012	동작구	흑석동	828	210	-	-	456	142	-	20	582	209	-	-	227	129	-	17
2012	동작구	노량진1동	695	130	-	39	252	274	-	-	644	119	-	38	219	268	-	-
2012	동작구	사당2동	678	160	20	-	251	247	-	-	606	154	20	-	198	234	-	-
2012	관악구	소계	11,948	2,997	230	665	5,137	2,295	37	587	11,115	2,842	198	538	4,832	2,205	31	469
2012	관악구	보라매동	708	79	-	-	550	79	-	-	622	79	-	-	471	72	-	-
2012	관악구	청림동	483	105	-	-	53	325	-	-	475	104	-	-	53	318	-	-
2012	관악구	행운동	539	65	-	94	234	146	-	-	518	63	-	92	218	145	-	-
2012	관악구	낙성대동	702	75	-	172	155	20	-	280	604	70	-	131	142	20	-	241
2012	관악구	중앙동	317	79	-	65	161	12	-	-	290	79	-	62	138	11	-	-
2012	관악구	인헌동	606	88	-	-	441	77	-	-	584	88	-	-	420	76	-	-
2012	관악구	남현동	335	-	-	88	176	71	-	-	276	-	-	51	165	60	-	-
2012	관악구	서원동	390	153	-	-	167	70	-	-	372	145	-	-	162	65	-	-
2012	관악구	신원동	511	139	-	-	328	16	-	28	471	125	-	-	308	16	-	22
2012	관악구	서림동	307	59	39	-	97	112	-	-	285	45	33	-	97	110	-	-
2012	관악구	신사동	579	119	-	-	379	81	-	-	542	105	-	-	361	76	-	-
2012	관악구	신림동	229	88	59	-	82	-	-	-	224	86	58	-	80	-	-	-
2012	관악구	난향동	488	126	-	-	179	183	-	-	471	126	-	-	172	173	-	-
2012	관악구	조원동	498	114	-	-	306	78	-	-	467	108	-	-	286	73	-	-
2012	관악구	대학동	507	79	-	140	39	19	-	230	392	77	-	99	39	19	-	158
2012	관악구	은천동	1,068	379	-	-	384	305	-	-	992	344	-	-	367	281	-	-
2012	관악구	성현동	846	154	40	-	308	307	37	-	818	143	37	-	304	303	31	-
2012	관악구	청룡동	676	237	-	49	250	91	-	49	660	230	-	49	242	91	-	48
2012	관악구	난곡동	731	178	52	37	429	35	-	-	715	176	51	36	417	35	-	-
2012	관악구	삼성동	601	381	40	20	46	114	-	-	550	357	19	18	46	110	-	-
2012	관악구	미성동	827	300	-	-	373	154	-	-	787	292	-	-	344	151	-	-
2012	서초구	소계	8,325	2,026	-	237	3,115	1,525	82	1,340	7,657	1,965	-	237	2,834	1,481	70	1,070
2012	서초구	서초1동	648	162	-	-	152	40	-	294	580	161	-	-	145	40	-	234
2012	서초구	서초2동	704	106	-	-	85	130	-	383	566	104	-	-	61	125	-	276
2012	서초구	서초3동	615	57	-	-	187	55	49	267	551	51	-	-	181	53	37	229
2012	서초구	서초4동	114	-	-	-	94	20	-	-	112	-	-	-	92	20	-	-
2012	서초구	잠원동	376	86	-	-	117	173	-	-	364	75	-	-	117	172	-	-
2012	서초구	반포본동	73	-	-	-	-	46	-	27	67	-	-	-	-	44	-	23
2012	서초구	반포1동	466	174	-	-	193	99	-	-	453	173	-	-	186	94	-	-
2012	서초구	반포2동	402	107	-	-	235	60	-	-	387	105	-	-	228	54	-	-
2012	서초구	반포3동	528	169	-	-	69	290	-	-	517	163	-	-	67	287	-	-
2012	서초구	반포4동	601	308	-	-	161	55	-	77	575	304	-	-	157	52	-	62
2012	서초구	방배본동	95	-	-	-	46	-	-	49	55	-	-	-	37	-	-	18
2012	서초구	방배1동	162	30	-	-	75	57	-	-	160	28	-	-	75	57	-	-
2012	서초구	방배2동	744	136	-	237	260	111	-	-	718	133	-	237	243	105	-	-
2012	서초구	방배3동	575	255	-	-	262	58	-	-	502	241	-	-	203	58	-	-
2012	서초구	방배4동	505	-	-	-	398	107	-	-	491	-	-	-	385	106	-	-
2012	서초구	양재1동	921	126	-	-	519	194	33	49	810	119	-	-	420	189	33	49
2012	서초구	양재2동	604	263	-	-	262	30	-	49	561	261	-	-	237	25	-	38
2012	서초구	내곡동	192	47	-	-	-	-	-	145	188	47	-	-	-	-	-	141
2012	강남구	소계	10,025	3,762	-	-	3,690	1,350	-	1,223	8,990	3,512	-	-	3,423	1,191	-	864
2012	강남구	신사동	211	170	-	-	21	20	-	-	201	167	-	-	21	13	-	-
2012	강남구	논현1동	416	183	-	-	213	20	-	-	399	174	-	-	205	20	-	-
2012	강남구	논현2동	246	114	-	-	97	-	-	35	231	114	-	-	96	-	-	21
2012	강남구	삼성1동	653	298	-	-	68	-	-	287	573	279	-	-	68	-	-	226
2012	강남구	삼성2동	711	91	-	-	333	97	-	190	576	75	-	-	290	90	-	121
2012	강남구	대치1동	180	91	-	-	89	-	-	-	167	88	-	-	79	-	-	-
2012	강남구	대치4동	497	162	-	-	206	20	-	109	416	150	-	-	177	17	-	72
2012	강남구	역삼1동	656	69	-	-	361	17	-	209	513	59	-	-	327	15	-	112
2012	강남구	역삼2동	437	138	-	-	211	39	-	49	405	126	-	-	205	37	-	37
2012	강남구	도곡1동	411	159	-	-	173	79	-	-	379	149	-	-	151	79	-	-
2012	강남구	도곡2동	290	270	-	-	-	20	-	-	280	260	-	-	-	20	-	-
2012	강남구	개포1동	225	13	-	-	138	74	-	-	201	12	-	-	123	66	-	-
2012	강남구	개포4동	807	312	-	-	396	99	-	-	770	295	-	-	384	91	-	-
2012	강남구	일원본동	706	95	-	-	287	74	-	250	613	91	-	-	254	58	-	210
2012	강남구	일원1동	486	113	-	-	304	69	-	-	469	109	-	-	291	69	-	-
2012	강남구	일원2동	419	189	-	-	64	127	-	39	393	173	-	-	63	121	-	36
2012	강남구	수서동	375	249	-	-	106	20	-	-	356	232	-	-	104	20	-	-
2012	강남구	세곡동	749	267	-	-	132	350	-	-	620	212	-	-	123	285	-	-
2012	강남구	압구정동	291	218	-	-	73	-	-	-	279	206	-	-	73	-	-	-
2012	강남구	청담동	545	184	-	-	306	-	-	55	492	180	-	-	283	-	-	29
2012	강남구	대치2동	414	303	-	-	21	90	-	-	392	291	-	-	21	80	-	-
2012	강남구	개포2동	300	74	-	-	91	135	-	-	265	70	-	-	85	110	-	-
2012	송파구	소계	15,213	3,114	84	296	7,458	3,737	-	524	14,354	2,985	83	282	7,022	3,517	-	465
2012	송파구	풍납1동	398	90	-	-	215	93	-	-	391	90	-	-	208	93	-	-
2012	송파구	풍납2동	1,046	268	-	-	396	215	-	167	964	260	-	-	345	195	-	164
2012	송파구	거여1동	782	133	84	-	428	137	-	-	764	131	83	-	415	135	-	-
2012	송파구	거여2동	614	176	-	-	290	148	-	-	595	170	-	-	287	138	-	-
2012	송파구	마천1동	725	283	-	80	231	131	-	-	714	281	-	75	228	130	-	-
2012	송파구	마천2동	945	180	-	61	470	234	-	-	843	170	-	57	405	211	-	-
2012	송파구	방이1동	361	-	-	-	324	37	-	-	355	-	-	-	320	35	-	-
2012	송파구	방이2동	437	-	-	20	181	236	-	-	382	-	-	20	160	202	-	-
2012	송파구	오륜동	99	-	-	-	-	-	-	99	72	-	-	-	-	-	-	72
2012	송파구	오금동	697	113	-	-	491	93	-	-	660	113	-	-	456	91	-	-
2012	송파구	송파1동	632	284	-	20	170	121	-	37	615	281	-	20	167	113	-	34
2012	송파구	송파2동	232	-	-	-	159	73	-	-	215	-	-	-	142	73	-	-
2012	송파구	석촌동	999	89	-	20	793	97	-	-	945	89	-	19	747	90	-	-
2012	송파구	삼전동	975	80	-	64	799	32	-	-	923	79	-	62	750	32	-	-
2012	송파구	가락본동	742	131	-	-	430	117	-	64	714	130	-	-	418	107	-	59
2012	송파구	가락1동	402	365	-	-	-	37	-	-	336	301	-	-	-	35	-	-
2012	송파구	가락2동	992	27	-	-	752	181	-	32	937	27	-	-	704	179	-	27
2012	송파구	문정1동	443	91	-	-	235	117	-	-	431	90	-	-	232	109	-	-
2012	송파구	문정2동	40	-	-	-	-	40	-	-	40	-	-	-	-	40	-	-
2012	송파구	장지동	1,134	303	-	-	423	408	-	-	1,089	288	-	-	409	392	-	-
2012	송파구	잠실본동	784	149	-	31	535	69	-	-	729	148	-	29	496	56	-	-
2012	송파구	잠실4동	682	166	-	-	28	440	-	48	634	155	-	-	26	408	-	45
2012	송파구	잠실6동	215	-	-	-	-	138	-	77	200	-	-	-	-	136	-	64
2012	송파구	잠실2동	526	156	-	-	73	297	-	-	516	152	-	-	73	291	-	-
2012	송파구	잠실3동	311	30	-	-	35	246	-	-	290	30	-	-	34	226	-	-
2012	강동구	소계	13,449	2,069	87	168	8,006	2,945	-	174	12,244	1,966	87	148	7,184	2,754	-	105
2012	강동구	강일동	1,477	162	-	-	400	795	-	120	1,347	151	-	-	389	756	-	51
2012	강동구	상일동	524	135	-	-	218	171	-	-	476	126	-	-	202	148	-	-
2012	강동구	명일1동	900	74	-	-	575	251	-	-	816	74	-	-	515	227	-	-
2012	강동구	명일2동	299	-	-	-	199	100	-	-	246	-	-	-	149	97	-	-
2012	강동구	고덕1동	565	201	-	-	307	57	-	-	497	189	-	-	254	54	-	-
2012	강동구	고덕2동	431	79	-	-	207	145	-	-	397	77	-	-	176	144	-	-
2012	강동구	암사2동	646	102	-	-	334	210	-	-	624	95	-	-	321	208	-	-
2012	강동구	암사3동	446	77	-	-	211	158	-	-	442	76	-	-	210	156	-	-
2012	강동구	천호1동	792	221	-	-	450	121	-	-	755	213	-	-	424	118	-	-
2012	강동구	천호3동	621	79	-	-	444	98	-	-	588	72	-	-	429	87	-	-
2012	강동구	성내1동	721	62	-	-	453	152	-	54	653	62	-	-	386	151	-	54
2012	강동구	성내2동	704	80	-	-	551	73	-	-	660	79	-	-	514	67	-	-
2012	강동구	성내3동	714	94	-	-	564	56	-	-	683	89	-	-	539	55	-	-
2012	강동구	둔촌1동	112	-	-	-	-	112	-	-	91	-	-	-	-	91	-	-
2012	강동구	둔촌2동	781	173	87	-	347	174	-	-	739	162	87	-	339	151	-	-
2012	강동구	암사1동	1,181	118	-	89	896	78	-	-	1,012	115	-	69	758	70	-	-
2012	강동구	천호2동	1,014	412	-	-	582	20	-	-	884	386	-	-	479	19	-	-
2012	강동구	길동	1,521	-	-	79	1,268	174	-	-	1,334	-	-	79	1,100	155	-	-
